GeneID,Term,Type,Description
LOC101258686,GO:0009097,BP,Isoleucine biosynthetic process
LOC101258686,GO:0046983,MF,Protein dimerization activity
LOC101258686,GO:0050661,MF,NADP binding
LOC101258686,GO:0051287,MF,NAD binding
LOC101258688,GO:0004672,MF,Protein kinase activity
LOC101258688,GO:0005515,MF,Protein binding
LOC101258688,GO:0005524,MF,ATP binding
LOC101258688,GO:0006468,BP,Protein phosphorylation
LOC101258690,GO:0005515,MF,Protein binding
LOC101258691,GO:0005515,MF,Protein binding
LOC101258691,GO:0008270,MF,Zinc ion binding
LOC101258692,GO:0005737,CC,Cytoplasm
LOC101258692,GO:0005739,CC,Mitochondrion
LOC101258692,GO:0016407,MF,Acetyltransferase activity
LOC101258692,GO:0031405,MF,Lipoic acid binding
LOC101258693,GO:0005515,MF,Protein binding
JRE4,GO:0003677,MF,DNA binding
JRE4,GO:0003700,MF,DNA-binding transcription factor activity
JRE4,GO:0006355,BP,Regulation of DNA-templated transcription
JRE4,GO:0009873,BP,Ethylene-activated signaling pathway
LOC101258698,GO:0003824,MF,Catalytic activity
LOC101258698,GO:0019752,BP,Carboxylic acid metabolic process
LOC101258699,GO:0003729,MF,MRNA binding
LOC101258699,GO:0005737,CC,Cytoplasm
LOC101258700,GO:0003723,MF,RNA binding
LOC101258702,GO:0035251,MF,UDP-glucosyltransferase activity
LOC101258704,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258704,GO:0006879,BP,Intracellular iron ion homeostasis
LOC101258704,GO:0046983,MF,Protein dimerization activity
LOC101258705,GO:0006629,BP,Lipid metabolic process
LOC101258705,GO:0008081,MF,Phosphoric diester hydrolase activity
LOC101258706,GO:0015297,MF,Antiporter activity
LOC101258706,GO:0016020,CC,Membrane
LOC101258706,GO:0042910,MF,Xenobiotic transmembrane transporter activity
LOC101258706,GO:0055085,BP,Transmembrane transport
LOC101258707,GO:0016787,MF,Hydrolase activity
LOC101258712,GO:0003723,MF,RNA binding
LOC101258713,GO:0101030,BP,TRNA-guanine transglycosylation
LOC101258714,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC101258714,GO:0005975,BP,Carbohydrate metabolic process
LOC101258715,GO:0016702,MF,Oxidoreductase activity; acting on single donors with incorporation of molecular oxygen; incorporation of two atoms of oxygen
LOC101258718,GO:0000126,CC,Transcription factor TFIIIB complex
LOC101258718,GO:0001156,MF,TFIIIC-class transcription factor complex binding
LOC101258718,GO:0070898,BP,RNA polymerase III preinitiation complex assembly
LOC101258719,GO:0006952,BP,Defense response
LOC101258719,GO:0007165,BP,Signal transduction
LOC101258719,GO:0043531,MF,ADP binding
LOC101258720,GO:0003677,MF,DNA binding
LOC101258720,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258724,GO:0000289,BP,Nuclear-transcribed mRNA poly(A) tail shortening
LOC101258724,GO:0000932,CC,P-body
LOC101258724,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258724,GO:0030015,CC,CCR4-NOT core complex
LOC101258725,GO:0008375,MF,Acetylglucosaminyltransferase activity
LOC101258726,GO:0005829,CC,Cytosol
LOC101258726,GO:0006511,BP,Ubiquitin-dependent protein catabolic process
LOC101258726,GO:0031593,MF,Polyubiquitin modification-dependent protein binding
LOC101258727,GO:0004672,MF,Protein kinase activity
LOC101258727,GO:0005524,MF,ATP binding
LOC101258727,GO:0005737,CC,Cytoplasm
LOC101258727,GO:0006468,BP,Protein phosphorylation
LOC101258727,GO:0007165,BP,Signal transduction
LOC101258728,GO:0005886,CC,Plasma membrane
LOC101258729,GO:0000076,BP,DNA replication checkpoint signaling
LOC101258729,GO:0003677,MF,DNA binding
LOC101258729,GO:0006281,BP,DNA repair
LOC101258729,GO:0031298,CC,Replication fork protection complex
LOC101258729,GO:0043111,BP,Replication fork arrest
LOC101258733,GO:0005515,MF,Protein binding
LOC101258737,GO:0002181,BP,Cytoplasmic translation
LOC101258737,GO:0003924,MF,GTPase activity
LOC101258737,GO:0005525,MF,GTP binding
LOC101258737,GO:0005737,CC,Cytoplasm
LOC101258739,GO:0001113,BP,Transcription open complex formation at RNA polymerase II promoter
LOC101258739,GO:0005673,CC,Transcription factor TFIIE complex
LOC101258739,GO:0006367,BP,Transcription initiation at RNA polymerase II promoter
LOC101258741,GO:0003860,MF,3-hydroxyisobutyryl-CoA hydrolase activity
LOC101258741,GO:0005829,CC,Cytosol
LOC101258741,GO:0006574,BP,Valine catabolic process
LOC101258744,GO:0043531,MF,ADP binding
LOC101258744,GO:0098542,BP,Defense response to other organism
LOC101258745,GO:0003878,MF,ATP citrate synthase activity
LOC101258745,GO:0005829,CC,Cytosol
LOC101258745,GO:0006085,BP,Acetyl-CoA biosynthetic process
LOC101258745,GO:0006099,BP,Tricarboxylic acid cycle
LOC101258745,GO:0006633,BP,Fatty acid biosynthetic process
LOC101258746,GO:0003333,BP,Amino acid transmembrane transport
LOC101258748,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
LOC101258748,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
LOC101258748,GO:0005634,CC,Nucleus
LOC101258748,GO:0005737,CC,Cytoplasm
LOC101258748,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
LOC101258748,GO:0044772,BP,Mitotic cell cycle phase transition
LOC101258749,GO:0004674,MF,Protein serine/threonine kinase activity
LOC101258749,GO:0005524,MF,ATP binding
LOC101258749,GO:0006468,BP,Protein phosphorylation
LOC101258749,GO:0048544,BP,Recognition of pollen
LOC101258750,GO:0005198,MF,Structural molecule activity
LOC101258750,GO:0006511,BP,Ubiquitin-dependent protein catabolic process
LOC101258750,GO:0008541,CC,Proteasome regulatory particle; lid subcomplex
LOC101258751,GO:0005515,MF,Protein binding
LOC101258756,GO:0005975,BP,Carbohydrate metabolic process
LOC101258756,GO:0008194,MF,UDP-glycosyltransferase activity
LOC101258756,GO:0016758,MF,Hexosyltransferase activity
LOC101258756,GO:0030259,BP,Lipid glycosylation
LOC101258760,GO:0000220,CC,Vacuolar proton-transporting V-type ATPase; V0 domain
LOC101258760,GO:0007035,BP,Vacuolar acidification
LOC101258760,GO:0016471,CC,Vacuolar proton-transporting V-type ATPase complex
LOC101258760,GO:0046961,MF,Proton-transporting ATPase activity; rotational mechanism
LOC101258760,GO:0051117,MF,ATPase binding
LOC101258760,GO:1902600,BP,Proton transmembrane transport
LOC101258763,GO:0000127,CC,Transcription factor TFIIIC complex
LOC101258763,GO:0005515,MF,Protein binding
LOC101258763,GO:0006383,BP,Transcription by RNA polymerase III
LOC101258764,GO:0043531,MF,ADP binding
LOC101258764,GO:0098542,BP,Defense response to other organism
LOC101258765,GO:0005739,CC,Mitochondrion
LOC101258765,GO:0051537,MF,2 iron; 2 sulfur cluster binding
LOC101258765,GO:0140647,BP,P450-containing electron transport chain
LOC101258767,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258767,GO:0008270,MF,Zinc ion binding
LOC101258770,GO:0005515,MF,Protein binding
LOC101258772,GO:0000413,BP,Protein peptidyl-prolyl isomerization
LOC101258772,GO:0003755,MF,Peptidyl-prolyl cis-trans isomerase activity
LOC101258772,GO:0006457,BP,Protein folding
LOC101258772,GO:0071013,CC,Catalytic step 2 spliceosome
LOC101258774,GO:0004097,MF,Catechol oxidase activity
LOC101258774,GO:0046148,BP,Pigment biosynthetic process
LOC101258775,GO:0000228,CC,Nuclear chromosome
LOC101258775,GO:0000706,BP,Meiotic DNA double-strand break processing
LOC101258775,GO:0003677,MF,DNA binding
LOC101258775,GO:0003918,MF,DNA topoisomerase type II (double strand cut; ATP-hydrolyzing) activity
LOC101258775,GO:0005524,MF,ATP binding
LOC101258775,GO:0007131,BP,Reciprocal meiotic recombination
LOC101258775,GO:0042138,BP,Meiotic DNA double-strand break formation
LOC101258779,GO:0005829,CC,Cytosol
LOC101258779,GO:0009707,CC,Chloroplast outer membrane
LOC101258779,GO:0010020,BP,Chloroplast fission
LOC101258779,GO:0035452,CC,Extrinsic component of plastid membrane
LOC101258780,GO:0005886,CC,Plasma membrane
LOC101258780,GO:0019210,MF,Kinase inhibitor activity
LOC101258781,GO:0005515,MF,Protein binding
LOC101258781,GO:0008270,MF,Zinc ion binding
LOC101258783,GO:0005737,CC,Cytoplasm
LOC101258783,GO:0005768,CC,Endosome
LOC101258783,GO:0005802,CC,Trans-Golgi network
LOC101258783,GO:0008757,MF,S-adenosylmethionine-dependent methyltransferase activity
LOC101258785,GO:0003735,MF,Structural constituent of ribosome
LOC101258785,GO:0005840,CC,Ribosome
LOC101258785,GO:0006412,BP,Translation
LOC101258786,GO:0000398,BP,MRNA splicing; via spliceosome
LOC101258786,GO:0003723,MF,RNA binding
LOC101258786,GO:0016607,CC,Nuclear speck
LOC101258787,GO:0005515,MF,Protein binding
LOC101258788,GO:0016567,BP,Protein ubiquitination
LOC101258788,GO:0016740,MF,Transferase activity
LOC101258789,GO:0005829,CC,Cytosol
LOC101258789,GO:0006508,BP,Proteolysis
LOC101258789,GO:0016920,MF,Pyroglutamyl-peptidase activity
LOC101258790,GO:0015031,BP,Protein transport
LOC101258790,GO:0032588,CC,Trans-Golgi network membrane
LOC101258790,GO:0055038,CC,Recycling endosome membrane
LOC101258791,GO:0005247,MF,Voltage-gated chloride channel activity
LOC101258791,GO:0006821,BP,Chloride transport
LOC101258791,GO:0009705,CC,Plant-type vacuole membrane
LOC101258791,GO:0043231,CC,Intracellular membrane-bounded organelle
LOC101258791,GO:0055085,BP,Transmembrane transport
FPPS4,GO:0004161,MF,Dimethylallyltranstransferase activity
FPPS4,GO:0004337,MF,Geranyltranstransferase activity
FPPS4,GO:0005737,CC,Cytoplasm
FPPS4,GO:0045337,BP,Farnesyl diphosphate biosynthetic process
LOC101258795,GO:0005634,CC,Nucleus
LOC101258795,GO:0005829,CC,Cytosol
LOC101258795,GO:0043248,BP,Proteasome assembly
LOC101258796,GO:0004252,MF,Serine-type endopeptidase activity
LOC101258796,GO:0006508,BP,Proteolysis
LOC101258798,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258798,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258798,GO:0009960,BP,Endosperm development
LOC101258799,GO:0003729,MF,MRNA binding
LOC101258799,GO:0005634,CC,Nucleus
LOC101258801,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258801,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258801,GO:0043565,MF,Sequence-specific DNA binding
LOC101258802,GO:0004019,MF,Adenylosuccinate synthase activity
LOC101258802,GO:0005525,MF,GTP binding
LOC101258802,GO:0005737,CC,Cytoplasm
LOC101258802,GO:0044208,BP,'de novo' AMP biosynthetic process
LOC101258802,GO:0046040,BP,IMP metabolic process
LOC101258803,GO:0005515,MF,Protein binding
LOC101258804,GO:0005737,CC,Cytoplasm
LOC101258804,GO:0006790,BP,Sulfur compound metabolic process
LOC101258804,GO:0009150,BP,Purine ribonucleotide metabolic process
LOC101258804,GO:0047627,MF,Adenylylsulfatase activity
LOC101258807,GO:0005516,MF,Calmodulin binding
LOC101258810,GO:0016757,MF,Glycosyltransferase activity
LOC101258811,GO:0005515,MF,Protein binding
LOC101258812,GO:0005524,MF,ATP binding
LOC101258812,GO:0006298,BP,Mismatch repair
LOC101258812,GO:0016887,MF,ATP hydrolysis activity
LOC101258812,GO:0030983,MF,Mismatched DNA binding
LOC101258812,GO:0032300,CC,Mismatch repair complex
LOC101258812,GO:0140664,MF,ATP-dependent DNA damage sensor activity
LOC101258813,GO:0006486,BP,Protein glycosylation
LOC101258813,GO:0016757,MF,Glycosyltransferase activity
LOC101258814,GO:0005515,MF,Protein binding
LOC101258814,GO:0008270,MF,Zinc ion binding
LOC101258817,GO:0004180,MF,Carboxypeptidase activity
LOC101258820,GO:0004185,MF,Serine-type carboxypeptidase activity
LOC101258820,GO:0005773,CC,Vacuole
LOC101258820,GO:0006508,BP,Proteolysis
LOC101258821,GO:0003824,MF,Catalytic activity
LOC101258821,GO:0009507,CC,Chloroplast
LOC101258823,GO:0005515,MF,Protein binding
LOC101258824,GO:0007142,BP,Male meiosis II
LOC101258825,GO:0019005,CC,SCF ubiquitin ligase complex
LOC101258825,GO:0031146,BP,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
LOC101258826,GO:0004672,MF,Protein kinase activity
LOC101258826,GO:0005524,MF,ATP binding
LOC101258826,GO:0006468,BP,Protein phosphorylation
LOC101258827,GO:0006400,BP,TRNA modification
LOC101258827,GO:0009691,BP,Cytokinin biosynthetic process
LOC101258827,GO:0052381,MF,TRNA dimethylallyltransferase activity
LOC101258828,GO:0004386,MF,Helicase activity
LOC101258829,GO:0005829,CC,Cytosol
LOC101258829,GO:0009269,BP,Response to desiccation
LOC101258830,GO:0005829,CC,Cytosol
LOC101258830,GO:0016811,MF,Hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; in linear amides
LOC101258831,GO:0004176,MF,ATP-dependent peptidase activity
LOC101258831,GO:0004222,MF,Metalloendopeptidase activity
LOC101258831,GO:0005524,MF,ATP binding
LOC101258831,GO:0006508,BP,Proteolysis
LOC101258831,GO:0008270,MF,Zinc ion binding
LOC101258831,GO:0009534,CC,Chloroplast thylakoid
LOC101258831,GO:0016020,CC,Membrane
LOC101258831,GO:0016887,MF,ATP hydrolysis activity
LOC101258837,GO:0046872,MF,Metal ion binding
LOC101258838,GO:0005096,MF,GTPase activator activity
LOC101258840,GO:0003735,MF,Structural constituent of ribosome
LOC101258840,GO:0005840,CC,Ribosome
LOC101258840,GO:0006412,BP,Translation
LOC101258843,GO:0009507,CC,Chloroplast
LOC101258843,GO:0045454,BP,Cell redox homeostasis
LOC101258844,GO:0003684,MF,Damaged DNA binding
LOC101258844,GO:0003906,MF,DNA-(apurinic or apyrimidinic site) endonuclease activity
LOC101258844,GO:0005634,CC,Nucleus
LOC101258844,GO:0006284,BP,Base-excision repair
LOC101258844,GO:0008270,MF,Zinc ion binding
LOC101258844,GO:0008534,MF,Oxidized purine nucleobase lesion DNA N-glycosylase activity
LOC101258846,GO:0016491,MF,Oxidoreductase activity
LOC101258847,GO:0005515,MF,Protein binding
LOC101258849,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258849,GO:0005634,CC,Nucleus
LOC101258849,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258849,GO:0046983,MF,Protein dimerization activity
LOC101258850,GO:0005886,CC,Plasma membrane
LOC101258850,GO:0022857,MF,Transmembrane transporter activity
LOC101258850,GO:0055085,BP,Transmembrane transport
LOC101258853,GO:0045892,BP,Negative regulation of DNA-templated transcription
LOC101258854,GO:0006099,BP,Tricarboxylic acid cycle
LOC101258854,GO:0045273,CC,Respiratory chain complex II (succinate dehydrogenase)
TLOG1,GO:0005829,CC,Cytosol
TLOG1,GO:0009691,BP,Cytokinin biosynthetic process
TLOG1,GO:0016799,MF,Hydrolase activity; hydrolyzing N-glycosyl compounds
LOC101258857,GO:0004672,MF,Protein kinase activity
LOC101258857,GO:0005515,MF,Protein binding
LOC101258857,GO:0005524,MF,ATP binding
LOC101258857,GO:0006468,BP,Protein phosphorylation
LOC101258857,GO:0016020,CC,Membrane
LOC101258862,GO:0004722,MF,Protein serine/threonine phosphatase activity
LOC101258862,GO:0035970,BP,Peptidyl-threonine dephosphorylation
LOC101258862,GO:0043169,MF,Cation binding
LOC101258865,GO:0005515,MF,Protein binding
LOC101258866,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101258866,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC101258866,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101258866,GO:0046983,MF,Protein dimerization activity
LOC101258866,GO:0090575,CC,RNA polymerase II transcription regulator complex
LOC101258868,GO:0005515,MF,Protein binding
LOC101258869,GO:0005524,MF,ATP binding
LOC101258869,GO:0005739,CC,Mitochondrion
LOC101258869,GO:0016226,BP,Iron-sulfur cluster assembly
LOC101258869,GO:0032981,BP,Mitochondrial respiratory chain complex I assembly
LOC101258869,GO:0051539,MF,4 iron; 4 sulfur cluster binding
LOC101258869,GO:0140663,MF,ATP-dependent FeS chaperone activity
LOC101258870,GO:0005886,CC,Plasma membrane
LOC101258870,GO:0009506,CC,Plasmodesma
LOC101258870,GO:0009734,BP,Auxin-activated signaling pathway
LOC101258872,GO:0010304,BP,PSII associated light-harvesting complex II catabolic process
LOC101258872,GO:0015996,BP,Chlorophyll catabolic process
LOC101258872,GO:0034256,MF,Chlorophyll(ide) b reductase activity
LOC101258875,GO:0005739,CC,Mitochondrion
LOC101258875,GO:0009107,BP,Lipoate biosynthetic process
LOC101258875,GO:0016992,MF,Lipoate synthase activity
LOC101258875,GO:0051539,MF,4 iron; 4 sulfur cluster binding
LOC101258876,GO:0008194,MF,UDP-glycosyltransferase activity
LOC101258878,GO:0005515,MF,Protein binding
LOC101258879,GO:0000184,BP,Nuclear-transcribed mRNA catabolic process; nonsense-mediated decay
LOC101258879,GO:0003677,MF,DNA binding
LOC101258879,GO:0003723,MF,RNA binding
LOC101258879,GO:0003724,MF,RNA helicase activity
LOC101258879,GO:0005524,MF,ATP binding
LOC101258879,GO:0005737,CC,Cytoplasm
LOC101258879,GO:0008270,MF,Zinc ion binding
LOC101258879,GO:0016787,MF,Hydrolase activity
LOC101258880,GO:0003677,MF,DNA binding
LOC101258880,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258880,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258882,GO:0005515,MF,Protein binding
LOC101258883,GO:0016020,CC,Membrane
LOC101258883,GO:0016567,BP,Protein ubiquitination
LOC101258883,GO:0031464,CC,Cul4A-RING E3 ubiquitin ligase complex
LOC101258884,GO:0004252,MF,Serine-type endopeptidase activity
LOC101258884,GO:0006508,BP,Proteolysis
LOC101258885,GO:0009535,CC,Chloroplast thylakoid membrane
LOC101258885,GO:0051537,MF,2 iron; 2 sulfur cluster binding
LOC101258885,GO:0140647,BP,P450-containing electron transport chain
LOC101258886,GO:0004864,MF,Protein phosphatase inhibitor activity
LOC101258886,GO:0005634,CC,Nucleus
LOC101258886,GO:0005737,CC,Cytoplasm
LOC101258886,GO:0009738,BP,Abscisic acid-activated signaling pathway
LOC101258886,GO:0010427,MF,Abscisic acid binding
LOC101258886,GO:0038023,MF,Signaling receptor activity
LOC101258887,GO:0005576,CC,Extracellular region
LOC101258888,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101258888,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258888,GO:0005634,CC,Nucleus
LOC101258888,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101258888,GO:0034605,BP,Cellular response to heat
LOC101258889,GO:0016020,CC,Membrane
LOC101258889,GO:0022857,MF,Transmembrane transporter activity
LOC101258889,GO:0055085,BP,Transmembrane transport
LOC101258891,GO:0005515,MF,Protein binding
LOC101258895,GO:0008270,MF,Zinc ion binding
LOC101258896,GO:0005524,MF,ATP binding
LOC101258896,GO:0005737,CC,Cytoplasm
LOC101258896,GO:0009408,BP,Response to heat
LOC101258896,GO:0031072,MF,Heat shock protein binding
LOC101258896,GO:0042026,BP,Protein refolding
LOC101258896,GO:0051082,MF,Unfolded protein binding
LOC101258896,GO:0051085,BP,Chaperone cofactor-dependent protein refolding
LOC101258899,GO:0048364,BP,Root development
LOC101258899,GO:0048367,BP,Shoot system development
LOC101258901,GO:0008643,BP,Carbohydrate transport
LOC101258901,GO:0016020,CC,Membrane
LOC101258901,GO:0051119,MF,Sugar transmembrane transporter activity
LOC101258902,GO:0004672,MF,Protein kinase activity
LOC101258902,GO:0005524,MF,ATP binding
LOC101258902,GO:0006468,BP,Protein phosphorylation
LOC101258902,GO:0043539,MF,Protein serine/threonine kinase activator activity
LOC101258906,GO:0034338,MF,Short-chain carboxylesterase activity
LOC101258906,GO:0047372,MF,Monoacylglycerol lipase activity
LOC101258907,GO:0046373,BP,L-arabinose metabolic process
LOC101258907,GO:0046556,MF,Alpha-L-arabinofuranosidase activity
LOC101258908,GO:0003700,MF,DNA-binding transcription factor activity
LOC101258908,GO:0005634,CC,Nucleus
LOC101258908,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258908,GO:0046983,MF,Protein dimerization activity
LOC101258909,GO:0005634,CC,Nucleus
LOC101258909,GO:0007165,BP,Signal transduction
LOC101258909,GO:0045892,BP,Negative regulation of DNA-templated transcription
LOC101258911,GO:0004568,MF,Chitinase activity
LOC101258911,GO:0006032,BP,Chitin catabolic process
LOC101258911,GO:0016998,BP,Cell wall macromolecule catabolic process
LOC101258911,GO:0050832,BP,Defense response to fungus
LOC101258912,GO:0000124,CC,SAGA complex
LOC101258912,GO:0005515,MF,Protein binding
LOC101258912,GO:0005634,CC,Nucleus
LOC101258912,GO:0006281,BP,DNA repair
LOC101258912,GO:0006355,BP,Regulation of DNA-templated transcription
LOC101258912,GO:0035267,CC,NuA4 histone acetyltransferase complex
LOC101258913,GO:0003954,MF,NADH dehydrogenase activity
LOC101258913,GO:0006116,BP,NADH oxidation
LOC101258914,GO:0005515,MF,Protein binding
LOC101258915,GO:0005739,CC,Mitochondrion
LOC101258916,GO:0005507,MF,Copper ion binding
LOC101258916,GO:0005576,CC,Extracellular region
LOC101258916,GO:0009506,CC,Plasmodesma
LOC101258916,GO:0016491,MF,Oxidoreductase activity
LOC101258917,GO:0005634,CC,Nucleus
LOC101258917,GO:0005737,CC,Cytoplasm
LOC101258917,GO:0043248,BP,Proteasome assembly
LOC101258918,GO:0000243,CC,Commitment complex
LOC101258918,GO:0000395,BP,MRNA 5'-splice site recognition
LOC101258918,GO:0005515,MF,Protein binding
LOC101258918,GO:0005685,CC,U1 snRNP
LOC101258918,GO:0006396,BP,RNA processing
LOC101258918,GO:0030627,MF,Pre-mRNA 5'-splice site binding
LOC101258918,GO:0071004,CC,U2-type prespliceosome
LOC101258919,GO:0000278,BP,Mitotic cell cycle
LOC101258919,GO:0000922,CC,Spindle pole
LOC101258919,GO:0000923,CC,Equatorial microtubule organizing center
LOC101258919,GO:0000930,CC,Gamma-tubulin complex
LOC101258919,GO:0005813,CC,Centrosome
LOC101258919,GO:0007020,BP,Microtubule nucleation
LOC101258919,GO:0031122,BP,Cytoplasmic microtubule organization
LOC101258919,GO:0043015,MF,Gamma-tubulin binding
LOC101258919,GO:0051011,MF,Microtubule minus-end binding
LOC101258919,GO:0051225,BP,Spindle assembly
LOC101258919,GO:0051321,BP,Meiotic cell cycle
LOC101258920,GO:0000978,MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding
LOC101258920,GO:0000981,MF,DNA-binding transcription factor activity; RNA polymerase II-specific
LOC101258920,GO:0005634,CC,Nucleus
LOC101258920,GO:0006357,BP,Regulation of transcription by RNA polymerase II
LOC101258920,GO:0046983,MF,Protein dimerization activity
LOC101258921,GO:0005768,CC,Endosome
LOC101258921,GO:0032456,BP,Endocytic recycling
LOC101258922,GO:0006888,BP,Endoplasmic reticulum to Golgi vesicle-mediated transport
LOC101258922,GO:0030008,CC,TRAPP complex
YABBY5b,GO:0005634,CC,Nucleus
YABBY5b,GO:0007275,BP,Multicellular organism development
YABBY5b,GO:0045165,BP,Cell fate commitment
LOC101258924,GO:0003723,MF,RNA binding
LOC101258924,GO:0036396,CC,RNA N6-methyladenosine methyltransferase complex
LOC101258925,GO:0005515,MF,Protein binding
LOC101258926,GO:0004553,MF,Hydrolase activity; hydrolyzing O-glycosyl compounds
LOC101258926,GO:0005618,CC,Cell wall
LOC101258926,GO:0010411,BP,Xyloglucan metabolic process
LOC101258926,GO:0016762,MF,Xyloglucan:xyloglucosyl transferase activity
LOC101258926,GO:0042546,BP,Cell wall biogenesis
LOC101258926,GO:0048046,CC,Apoplast
LOC101258928,GO:0005667,CC,Transcription regulator complex
LOC101258928,GO:0016592,CC,Mediator complex
LOC101258928,GO:0045944,BP,Positive regulation of transcription by RNA polymerase II
LOC101258929,GO:0000079,BP,Regulation of cyclin-dependent protein serine/threonine kinase activity
LOC101258929,GO:0000307,CC,Cyclin-dependent protein kinase holoenzyme complex
LOC101258929,GO:0005634,CC,Nucleus
LOC101258929,GO:0005737,CC,Cytoplasm
LOC101258929,GO:0016538,MF,Cyclin-dependent protein serine/threonine kinase regulator activity
LOC101258929,GO:0044772,BP,Mitotic cell cycle phase transition
LOC101258930,GO:0004722,MF,Protein serine/threonine phosphatase activity
LOC101258930,GO:0006470,BP,Protein dephosphorylation
LOC101258931,GO:0009506,CC,Plasmodesma
LOC101258931,GO:0019722,BP,Calcium-mediated signaling
LOC101258932,GO:0005737,CC,Cytoplasm
LOC101258932,GO:0005739,CC,Mitochondrion
LOC101258932,GO:0006099,BP,Tricarboxylic acid cycle
LOC101258932,GO:0006108,BP,Malate metabolic process
LOC101258932,GO:0030060,MF,L-malate dehydrogenase (NAD+) activity
LOC101258933,GO:0004497,MF,Monooxygenase activity
LOC101258933,GO:0005506,MF,Iron ion binding
LOC101258933,GO:0016705,MF,Oxidoreductase activity; acting on paired donors; with incorporation or reduction of molecular oxygen
LOC101258933,GO:0020037,MF,Heme binding
LOC101258934,GO:0004733,MF,Pyridoxamine phosphate oxidase activity
LOC101258934,GO:0008615,BP,Pyridoxine biosynthetic process
LOC101258934,GO:0010181,MF,FMN binding
LOC101258937,GO:0030599,MF,Pectinesterase activity
LOC101258937,GO:0042545,BP,Cell wall modification
LOC101258937,GO:0046910,MF,Pectinesterase inhibitor activity
LOC101258938,GO:0016567,BP,Protein ubiquitination
LOC101258938,GO:0061630,MF,Ubiquitin protein ligase activity
LOC101258940,GO:0005634,CC,Nucleus
LOC101258940,GO:0034979,MF,NAD-dependent protein lysine deacetylase activity
LOC101258940,GO:0070403,MF,NAD+ binding
LOC101258941,GO:0008194,MF,UDP-glycosyltransferase activity
LOC101258943,GO:0000049,MF,TRNA binding
LOC101258943,GO:0005524,MF,ATP binding
LOC101258943,GO:0005730,CC,Nucleolus
LOC101258943,GO:0030686,CC,90S preribosome
LOC101258943,GO:1904812,BP,RRNA acetylation involved in maturation of SSU-rRNA
LOC101258943,GO:1990883,MF,RRNA cytidine N-acetyltransferase activity
LOC101258944,GO:0016471,CC,Vacuolar proton-transporting V-type ATPase complex
LOC101258944,GO:0046961,MF,Proton-transporting ATPase activity; rotational mechanism
LOC101258944,GO:1902600,BP,Proton transmembrane transport
LOC101258946,GO:0008643,BP,Carbohydrate transport
LOC101258946,GO:0016020,CC,Membrane
LOC101258946,GO:0051119,MF,Sugar transmembrane transporter activity
LOC101258947,GO:0080043,MF,Quercetin 3-O-glucosyltransferase activity
LOC101258947,GO:0080044,MF,Quercetin 7-O-glucosyltransferase activity
LOC101258948,GO:0005515,MF,Protein binding
LOC101258950,GO:0005515,MF,Protein binding
LOC101258951,GO:0005886,CC,Plasma membrane
LOC101258951,GO:0022857,MF,Transmembrane transporter activity
LOC101258951,GO:0055085,BP,Transmembrane transport
LOC101258952,GO:0003735,MF,Structural constituent of ribosome
LOC101258952,GO:0005840,CC,Ribosome
LOC101258952,GO:0006412,BP,Translation
LOC101258956,GO:0005737,CC,Cytoplasm
LOC101258956,GO:0005768,CC,Endosome
LOC101258956,GO:0005802,CC,Trans-Golgi network
LOC101258957,GO:0003779,MF,Actin binding
LOC101258959,GO:0016491,MF,Oxidoreductase activity
SINA4,GO:0005515,MF,Protein binding
SINA4,GO:0005737,CC,Cytoplasm
SINA4,GO:0006511,BP,Ubiquitin-dependent protein catabolic process
SINA4,GO:0007275,BP,Multicellular organism development
SINA4,GO:0008270,MF,Zinc ion binding
SINA4,GO:0061630,MF,Ubiquitin protein ligase activity
LOC101258962,GO:0000993,MF,RNA polymerase II complex binding
LOC101258962,GO:0006368,BP,Transcription elongation by RNA polymerase II
